MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 19:00
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 18:00
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 16:30
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 16:00
10008632585,32791870,0.004,Active Import Interval (kW),11-08-2025 15:30
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 14:30
10008632585,32791870,0.015,Active Import Interval (kW),11-08-2025 14:00
10008632585,32791870,0.038,Active Import Interval (kW),11-08-2025 13:30
10008632585,32791870,0.046,Active Import Interval (kW),11-08-2025 13:00
10008632585,32791870,0.021,Active Import Interval (kW),11-08-2025 12:30
10008632585,32791870,0.022,Active Import Interval (kW),11-08-2025 12:00
10008632585,32791870,0.024,Active Import Interval (kW),11-08-2025 11:30
10008632585,32791870,0.033,Active Import Interval (kW),11-08-2025 11:00
10008632585,32791870,0.016,Active Import Interval (kW),11-08-2025 10:30
10008632585,32791870,0.024,Active Import Interval (kW),11-08-2025 10:00
10008632585,32791870,0.023,Active Import Interval (kW),11-08-2025 09:30
10008632585,32791870,0.018,Active Import Interval (kW),11-08-2025 09:00
10008632585,32791870,0.036,Active Import Interval (kW),11-08-2025 08:30
10008632585,32791870,0.106,Active Import Interval (kW),11-08-2025 08:00
10008632585,32791870,0.149,Active Import Interval (kW),11-08-2025 07:30
10008632585,32791870,0.199,Active Import Interval (kW),11-08-2025 07:00
10008632585,32791870,0.27,Active Import Interval (kW),11-08-2025 06:30
10008632585,32791870,0.262,Active Import Interval (kW),11-08-2025 06:00
10008632585,32791870,0.534,Active Import Interval (kW),11-08-2025 05:30
10008632585,32791870,0.209,Active Import Interval (kW),11-08-2025 05:00
10008632585,32791870,0.13,Active Import Interval (kW),11-08-2025 04:30
10008632585,32791870,0.13,Active Import Interval (kW),11-08-2025 04:00
10008632585,32791870,0.185,Active Import Interval (kW),11-08-2025 03:30
10008632585,32791870,0.121,Active Import Interval (kW),11-08-2025 03:00
10008632585,32791870,0.172,Active Import Interval (kW),11-08-2025 02:30
10008632585,32791870,0.13,Active Import Interval (kW),11-08-2025 02:00
10008632585,32791870,2.736,Active Import Interval (kW),11-08-2025 01:30
10008632585,32791870,7.602,Active Import Interval (kW),11-08-2025 01:00
10008632585,32791870,7.538,Active Import Interval (kW),11-08-2025 00:30
10008632585,32791870,6.453,Active Import Interval (kW),11-08-2025 00:00
10008632585,32791870,5.631,Active Import Interval (kW),10-08-2025 23:30
10008632585,32791870,0.014,Active Import Interval (kW),10-08-2025 23:00
10008632585,32791870,0.014,Active Import Interval (kW),10-08-2025 22:30
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 22:00
10008632585,32791870,0.015,Active Import Interval (kW),10-08-2025 21:30
10008632585,32791870,0.017,Active Import Interval (kW),10-08-2025 21:00
10008632585,32791870,0.014,Active Import Interval (kW),10-08-2025 20:30
10008632585,32791870,0.015,Active Import Interval (kW),10-08-2025 20:00
10008632585,32791870,0.02,Active Import Interval (kW),10-08-2025 19:30
10008632585,32791870,0.017,Active Import Interval (kW),10-08-2025 19:00
10008632585,32791870,0.022,Active Import Interval (kW),10-08-2025 18:30
10008632585,32791870,0.017,Active Import Interval (kW),10-08-2025 18:00
10008632585,32791870,0.009,Active Import Interval (kW),10-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),10-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),10-08-2025 16:30
10008632585,32791870,0.001,Active Import Interval (kW),10-08-2025 16:00
10008632585,32791870,0.004,Active Import Interval (kW),10-08-2025 15:30
10008632585,32791870,0.003,Active Import Interval (kW),10-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),10-08-2025 14:30
10008632585,32791870,0.002,Active Import Interval (kW),10-08-2025 14:00
10008632585,32791870,0.019,Active Import Interval (kW),10-08-2025 13:30
10008632585,32791870,0.027,Active Import Interval (kW),10-08-2025 13:00
10008632585,32791870,0.055,Active Import Interval (kW),10-08-2025 12:30
10008632585,32791870,0.041,Active Import Interval (kW),10-08-2025 12:00
10008632585,32791870,0.019,Active Import Interval (kW),10-08-2025 11:30
10008632585,32791870,0.019,Active Import Interval (kW),10-08-2025 11:00
10008632585,32791870,0.014,Active Import Interval (kW),10-08-2025 10:30
10008632585,32791870,0.021,Active Import Interval (kW),10-08-2025 10:00
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 09:30
10008632585,32791870,0.015,Active Import Interval (kW),10-08-2025 09:00
10008632585,32791870,0.026,Active Import Interval (kW),10-08-2025 08:30
10008632585,32791870,0.018,Active Import Interval (kW),10-08-2025 08:00
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 07:30
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 07:00
10008632585,32791870,0.013,Active Import Interval (kW),10-08-2025 06:30
10008632585,32791870,0.014,Active Import Interval (kW),10-08-2025 06:00
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 05:30
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 05:00
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 04:30
10008632585,32791870,0.015,Active Import Interval (kW),10-08-2025 04:00
10008632585,32791870,0.014,Active Import Interval (kW),10-08-2025 03:30
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 03:00
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 02:30
10008632585,32791870,0.016,Active Import Interval (kW),10-08-2025 02:00
10008632585,32791870,0.015,Active Import Interval (kW),10-08-2025 01:30
10008632585,32791870,0.014,Active Import Interval (kW),10-08-2025 01:00
10008632585,32791870,0.014,Active Import Interval (kW),10-08-2025 00:30
10008632585,32791870,0.017,Active Import Interval (kW),10-08-2025 00:00
10008632585,32791870,0.016,Active Import Interval (kW),09-08-2025 23:30
10008632585,32791870,0.016,Active Import Interval (kW),09-08-2025 23:00
10008632585,32791870,0.014,Active Import Interval (kW),09-08-2025 22:30
10008632585,32791870,0.014,Active Import Interval (kW),09-08-2025 22:00
10008632585,32791870,0.015,Active Import Interval (kW),09-08-2025 21:30
10008632585,32791870,0.02,Active Import Interval (kW),09-08-2025 21:00
10008632585,32791870,0.015,Active Import Interval (kW),09-08-2025 20:30
10008632585,32791870,0,Active Import Interval (kW),09-08-2025 20:00
10008632585,32791870,0.001,Active Import Interval (kW),09-08-2025 19:30
10008632585,32791870,0,Active Import Interval (kW),09-08-2025 19:00
10008632585,32791870,0,Active Import Interval (kW),09-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),09-08-2025 18:00
10008632585,32791870,0.001,Active Import Interval (kW),09-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),09-08-2025 17:00
10008632585,32791870,0.001,Active Import Interval (kW),09-08-2025 16:30
10008632585,32791870,0,Active Import Interval (kW),09-08-2025 16:00
10008632585,32791870,0.006,Active Import Interval (kW),09-08-2025 15:30
10008632585,32791870,0.019,Active Import Interval (kW),09-08-2025 15:00
10008632585,32791870,0.031,Active Import Interval (kW),09-08-2025 14:30
10008632585,32791870,0.029,Active Import Interval (kW),09-08-2025 14:00
10008632585,32791870,0.048,Active Import Interval (kW),09-08-2025 13:30
10008632585,32791870,0.018,Active Import Interval (kW),09-08-2025 13:00
10008632585,32791870,0.032,Active Import Interval (kW),09-08-2025 12:30
10008632585,32791870,0.017,Active Import Interval (kW),09-08-2025 12:00
10008632585,32791870,0.015,Active Import Interval (kW),09-08-2025 11:30
10008632585,32791870,0.032,Active Import Interval (kW),09-08-2025 11:00
10008632585,32791870,0.028,Active Import Interval (kW),09-08-2025 10:30
10008632585,32791870,0.016,Active Import Interval (kW),09-08-2025 10:00
10008632585,32791870,0.017,Active Import Interval (kW),09-08-2025 09:30
10008632585,32791870,2.468,Active Import Interval (kW),09-08-2025 09:00
10008632585,32791870,0.075,Active Import Interval (kW),09-08-2025 08:30
10008632585,32791870,0.109,Active Import Interval (kW),09-08-2025 08:00
10008632585,32791870,0.085,Active Import Interval (kW),09-08-2025 07:30
10008632585,32791870,0.13,Active Import Interval (kW),09-08-2025 07:00
10008632585,32791870,0.166,Active Import Interval (kW),09-08-2025 06:30
10008632585,32791870,0.216,Active Import Interval (kW),09-08-2025 06:00
10008632585,32791870,0.206,Active Import Interval (kW),09-08-2025 05:30
10008632585,32791870,0.137,Active Import Interval (kW),09-08-2025 05:00
10008632585,32791870,0.138,Active Import Interval (kW),09-08-2025 04:30
10008632585,32791870,0.115,Active Import Interval (kW),09-08-2025 04:00
10008632585,32791870,0.219,Active Import Interval (kW),09-08-2025 03:30
10008632585,32791870,0.166,Active Import Interval (kW),09-08-2025 03:00
10008632585,32791870,0.137,Active Import Interval (kW),09-08-2025 02:30
10008632585,32791870,0.163,Active Import Interval (kW),09-08-2025 02:00
10008632585,32791870,0.126,Active Import Interval (kW),09-08-2025 01:30
10008632585,32791870,0.214,Active Import Interval (kW),09-08-2025 01:00
10008632585,32791870,0.137,Active Import Interval (kW),09-08-2025 00:30
10008632585,32791870,3.573,Active Import Interval (kW),09-08-2025 00:00
10008632585,32791870,7.591,Active Import Interval (kW),08-08-2025 23:30
10008632585,32791870,7.446,Active Import Interval (kW),08-08-2025 23:00
10008632585,32791870,6.513,Active Import Interval (kW),08-08-2025 22:30
10008632585,32791870,3.127,Active Import Interval (kW),08-08-2025 22:00
10008632585,32791870,0.017,Active Import Interval (kW),08-08-2025 21:30
10008632585,32791870,0.015,Active Import Interval (kW),08-08-2025 21:00
10008632585,32791870,0.143,Active Import Interval (kW),08-08-2025 20:30
10008632585,32791870,0.03,Active Import Interval (kW),08-08-2025 20:00
10008632585,32791870,0.116,Active Import Interval (kW),08-08-2025 19:30
10008632585,32791870,0.015,Active Import Interval (kW),08-08-2025 19:00
10008632585,32791870,0.032,Active Import Interval (kW),08-08-2025 18:30
10008632585,32791870,0.019,Active Import Interval (kW),08-08-2025 18:00
10008632585,32791870,0.004,Active Import Interval (kW),08-08-2025 17:30
10008632585,32791870,0.009,Active Import Interval (kW),08-08-2025 17:00
10008632585,32791870,0.02,Active Import Interval (kW),08-08-2025 16:30
10008632585,32791870,0.023,Active Import Interval (kW),08-08-2025 16:00
10008632585,32791870,0.02,Active Import Interval (kW),08-08-2025 15:30
10008632585,32791870,0.023,Active Import Interval (kW),08-08-2025 15:00
10008632585,32791870,0.007,Active Import Interval (kW),08-08-2025 14:30
10008632585,32791870,0.029,Active Import Interval (kW),08-08-2025 14:00
10008632585,32791870,0.065,Active Import Interval (kW),08-08-2025 13:30
10008632585,32791870,0.074,Active Import Interval (kW),08-08-2025 13:00
10008632585,32791870,0.017,Active Import Interval (kW),08-08-2025 12:30
10008632585,32791870,0.031,Active Import Interval (kW),08-08-2025 12:00
10008632585,32791870,0.037,Active Import Interval (kW),08-08-2025 11:30
10008632585,32791870,0.028,Active Import Interval (kW),08-08-2025 11:00
10008632585,32791870,0.016,Active Import Interval (kW),08-08-2025 10:30
10008632585,32791870,0.016,Active Import Interval (kW),08-08-2025 10:00
10008632585,32791870,0.02,Active Import Interval (kW),08-08-2025 09:30
10008632585,32791870,0.015,Active Import Interval (kW),08-08-2025 09:00
10008632585,32791870,0.032,Active Import Interval (kW),08-08-2025 08:30
10008632585,32791870,0.054,Active Import Interval (kW),08-08-2025 08:00
10008632585,32791870,0.17,Active Import Interval (kW),08-08-2025 07:30
10008632585,32791870,0.18,Active Import Interval (kW),08-08-2025 07:00
10008632585,32791870,0.22,Active Import Interval (kW),08-08-2025 06:30
10008632585,32791870,0.147,Active Import Interval (kW),08-08-2025 06:00
10008632585,32791870,0.131,Active Import Interval (kW),08-08-2025 05:30
10008632585,32791870,0.218,Active Import Interval (kW),08-08-2025 05:00
10008632585,32791870,0.138,Active Import Interval (kW),08-08-2025 04:30
10008632585,32791870,0.138,Active Import Interval (kW),08-08-2025 04:00
10008632585,32791870,0.187,Active Import Interval (kW),08-08-2025 03:30
10008632585,32791870,0.159,Active Import Interval (kW),08-08-2025 03:00
10008632585,32791870,0.158,Active Import Interval (kW),08-08-2025 02:30
10008632585,32791870,0.143,Active Import Interval (kW),08-08-2025 02:00
10008632585,32791870,0.158,Active Import Interval (kW),08-08-2025 01:30
10008632585,32791870,0.214,Active Import Interval (kW),08-08-2025 01:00
10008632585,32791870,0.21,Active Import Interval (kW),08-08-2025 00:30
10008632585,32791870,0.015,Active Import Interval (kW),08-08-2025 00:00
10008632585,32791870,0.252,Active Import Interval (kW),07-08-2025 23:30
10008632585,32791870,6.513,Active Import Interval (kW),07-08-2025 23:00
10008632585,32791870,6.521,Active Import Interval (kW),07-08-2025 22:30
10008632585,32791870,0.929,Active Import Interval (kW),07-08-2025 22:00
10008632585,32791870,0.016,Active Import Interval (kW),07-08-2025 21:30
10008632585,32791870,0.018,Active Import Interval (kW),07-08-2025 21:00
10008632585,32791870,0.016,Active Import Interval (kW),07-08-2025 20:30
10008632585,32791870,0.016,Active Import Interval (kW),07-08-2025 20:00
10008632585,32791870,0.018,Active Import Interval (kW),07-08-2025 19:30
10008632585,32791870,0,Active Import Interval (kW),07-08-2025 19:00
10008632585,32791870,0,Active Import Interval (kW),07-08-2025 18:30
10008632585,32791870,0.001,Active Import Interval (kW),07-08-2025 18:00
10008632585,32791870,0.001,Active Import Interval (kW),07-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),07-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),07-08-2025 16:30
10008632585,32791870,0.005,Active Import Interval (kW),07-08-2025 16:00
10008632585,32791870,0,Active Import Interval (kW),07-08-2025 15:30
10008632585,32791870,0.005,Active Import Interval (kW),07-08-2025 15:00
10008632585,32791870,0.03,Active Import Interval (kW),07-08-2025 14:30
10008632585,32791870,0,Active Import Interval (kW),07-08-2025 14:00
10008632585,32791870,0.005,Active Import Interval (kW),07-08-2025 13:30
10008632585,32791870,0.015,Active Import Interval (kW),07-08-2025 13:00
10008632585,32791870,0.028,Active Import Interval (kW),07-08-2025 12:30
10008632585,32791870,0.023,Active Import Interval (kW),07-08-2025 12:00
10008632585,32791870,0.02,Active Import Interval (kW),07-08-2025 11:30
10008632585,32791870,0.018,Active Import Interval (kW),07-08-2025 11:00
10008632585,32791870,0.03,Active Import Interval (kW),07-08-2025 10:30
10008632585,32791870,0.017,Active Import Interval (kW),07-08-2025 10:00
10008632585,32791870,0.016,Active Import Interval (kW),07-08-2025 09:30
10008632585,32791870,0.016,Active Import Interval (kW),07-08-2025 09:00
10008632585,32791870,0.028,Active Import Interval (kW),07-08-2025 08:30
10008632585,32791870,0.022,Active Import Interval (kW),07-08-2025 08:00
10008632585,32791870,0.056,Active Import Interval (kW),07-08-2025 07:30
10008632585,32791870,0.106,Active Import Interval (kW),07-08-2025 07:00
10008632585,32791870,0.282,Active Import Interval (kW),07-08-2025 06:30
10008632585,32791870,0.205,Active Import Interval (kW),07-08-2025 06:00
10008632585,32791870,0.051,Active Import Interval (kW),07-08-2025 05:30
10008632585,32791870,1.271,Active Import Interval (kW),07-08-2025 05:00
10008632585,32791870,7.501,Active Import Interval (kW),07-08-2025 04:30
10008632585,32791870,7.61,Active Import Interval (kW),07-08-2025 04:00
10008632585,32791870,7.651,Active Import Interval (kW),07-08-2025 03:30
10008632585,32791870,7.242,Active Import Interval (kW),07-08-2025 03:00
10008632585,32791870,6.094,Active Import Interval (kW),07-08-2025 02:30
10008632585,32791870,0.015,Active Import Interval (kW),07-08-2025 02:00
10008632585,32791870,0.014,Active Import Interval (kW),07-08-2025 01:30
10008632585,32791870,0.016,Active Import Interval (kW),07-08-2025 01:00
10008632585,32791870,0.016,Active Import Interval (kW),07-08-2025 00:30
10008632585,32791870,0.015,Active Import Interval (kW),07-08-2025 00:00
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 23:30
10008632585,32791870,0.015,Active Import Interval (kW),06-08-2025 23:00
10008632585,32791870,0.016,Active Import Interval (kW),06-08-2025 22:30
10008632585,32791870,0.016,Active Import Interval (kW),06-08-2025 22:00
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 21:30
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 21:00
10008632585,32791870,0.016,Active Import Interval (kW),06-08-2025 20:30
10008632585,32791870,0.031,Active Import Interval (kW),06-08-2025 20:00
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 19:30
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 19:00
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 18:00
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 17:00
10008632585,32791870,0.003,Active Import Interval (kW),06-08-2025 16:30
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 16:00
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 15:30
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),06-08-2025 14:30
10008632585,32791870,0.003,Active Import Interval (kW),06-08-2025 14:00
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 13:30
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 13:00
10008632585,32791870,0.015,Active Import Interval (kW),06-08-2025 12:30
10008632585,32791870,0.013,Active Import Interval (kW),06-08-2025 12:00
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 11:30
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 11:00
10008632585,32791870,0.015,Active Import Interval (kW),06-08-2025 10:30
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 10:00
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 09:30
10008632585,32791870,0.016,Active Import Interval (kW),06-08-2025 09:00
10008632585,32791870,0.015,Active Import Interval (kW),06-08-2025 08:30
10008632585,32791870,0.038,Active Import Interval (kW),06-08-2025 08:00
10008632585,32791870,0.124,Active Import Interval (kW),06-08-2025 07:30
10008632585,32791870,0.113,Active Import Interval (kW),06-08-2025 07:00
10008632585,32791870,1.472,Active Import Interval (kW),06-08-2025 06:30
10008632585,32791870,0.15,Active Import Interval (kW),06-08-2025 06:00
10008632585,32791870,0.159,Active Import Interval (kW),06-08-2025 05:30
10008632585,32791870,0.14,Active Import Interval (kW),06-08-2025 05:00
10008632585,32791870,0.127,Active Import Interval (kW),06-08-2025 04:30
10008632585,32791870,0.131,Active Import Interval (kW),06-08-2025 04:00
10008632585,32791870,0.206,Active Import Interval (kW),06-08-2025 03:30
10008632585,32791870,6.097,Active Import Interval (kW),06-08-2025 03:00
10008632585,32791870,6.215,Active Import Interval (kW),06-08-2025 02:30
10008632585,32791870,0.016,Active Import Interval (kW),06-08-2025 02:00
10008632585,32791870,0.015,Active Import Interval (kW),06-08-2025 01:30
10008632585,32791870,0.014,Active Import Interval (kW),06-08-2025 01:00
10008632585,32791870,0.016,Active Import Interval (kW),06-08-2025 00:30
10008632585,32791870,0.016,Active Import Interval (kW),06-08-2025 00:00
10008632585,32791870,0.015,Active Import Interval (kW),05-08-2025 23:30
10008632585,32791870,0.015,Active Import Interval (kW),05-08-2025 23:00
10008632585,32791870,0.017,Active Import Interval (kW),05-08-2025 22:30
10008632585,32791870,0.016,Active Import Interval (kW),05-08-2025 22:00
10008632585,32791870,0.015,Active Import Interval (kW),05-08-2025 21:30
10008632585,32791870,0.272,Active Import Interval (kW),05-08-2025 21:00
10008632585,32791870,0.021,Active Import Interval (kW),05-08-2025 20:30
10008632585,32791870,0.004,Active Import Interval (kW),05-08-2025 20:00
10008632585,32791870,0.003,Active Import Interval (kW),05-08-2025 19:30
10008632585,32791870,0.007,Active Import Interval (kW),05-08-2025 19:00
10008632585,32791870,0,Active Import Interval (kW),05-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),05-08-2025 18:00
10008632585,32791870,0,Active Import Interval (kW),05-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),05-08-2025 17:00
10008632585,32791870,0.001,Active Import Interval (kW),05-08-2025 16:30
10008632585,32791870,0.005,Active Import Interval (kW),05-08-2025 16:00
10008632585,32791870,0.002,Active Import Interval (kW),05-08-2025 15:30
10008632585,32791870,0.007,Active Import Interval (kW),05-08-2025 15:00
10008632585,32791870,0.031,Active Import Interval (kW),05-08-2025 14:30
10008632585,32791870,0.054,Active Import Interval (kW),05-08-2025 14:00
10008632585,32791870,0.092,Active Import Interval (kW),05-08-2025 13:30
10008632585,32791870,0.062,Active Import Interval (kW),05-08-2025 13:00
10008632585,32791870,0.161,Active Import Interval (kW),05-08-2025 12:30
10008632585,32791870,0.022,Active Import Interval (kW),05-08-2025 12:00
10008632585,32791870,0.026,Active Import Interval (kW),05-08-2025 11:30
10008632585,32791870,0.021,Active Import Interval (kW),05-08-2025 11:00
10008632585,32791870,0.015,Active Import Interval (kW),05-08-2025 10:30
10008632585,32791870,0.018,Active Import Interval (kW),05-08-2025 10:00
10008632585,32791870,0.024,Active Import Interval (kW),05-08-2025 09:30
10008632585,32791870,0.016,Active Import Interval (kW),05-08-2025 09:00
10008632585,32791870,0.021,Active Import Interval (kW),05-08-2025 08:30
10008632585,32791870,0.054,Active Import Interval (kW),05-08-2025 08:00
10008632585,32791870,0.016,Active Import Interval (kW),05-08-2025 07:30
10008632585,32791870,0.091,Active Import Interval (kW),05-08-2025 07:00
10008632585,32791870,0.223,Active Import Interval (kW),05-08-2025 06:30
10008632585,32791870,0.205,Active Import Interval (kW),05-08-2025 06:00
10008632585,32791870,0.192,Active Import Interval (kW),05-08-2025 05:30
10008632585,32791870,0.075,Active Import Interval (kW),05-08-2025 05:00
10008632585,32791870,0.082,Active Import Interval (kW),05-08-2025 04:30
10008632585,32791870,0.191,Active Import Interval (kW),05-08-2025 04:00
10008632585,32791870,0.21,Active Import Interval (kW),05-08-2025 03:30
10008632585,32791870,0.142,Active Import Interval (kW),05-08-2025 03:00
10008632585,32791870,0.12,Active Import Interval (kW),05-08-2025 02:30
10008632585,32791870,0.074,Active Import Interval (kW),05-08-2025 02:00
10008632585,32791870,0.211,Active Import Interval (kW),05-08-2025 01:30
10008632585,32791870,0.194,Active Import Interval (kW),05-08-2025 01:00
10008632585,32791870,0.13,Active Import Interval (kW),05-08-2025 00:30
10008632585,32791870,6.014,Active Import Interval (kW),05-08-2025 00:00
10008632585,32791870,7.498,Active Import Interval (kW),04-08-2025 23:30
10008632585,32791870,7.625,Active Import Interval (kW),04-08-2025 23:00
10008632585,32791870,7.565,Active Import Interval (kW),04-08-2025 22:30
10008632585,32791870,7.559,Active Import Interval (kW),04-08-2025 22:00
10008632585,32791870,7.546,Active Import Interval (kW),04-08-2025 21:30
10008632585,32791870,7.399,Active Import Interval (kW),04-08-2025 21:00
10008632585,32791870,6.38,Active Import Interval (kW),04-08-2025 20:30
10008632585,32791870,6.145,Active Import Interval (kW),04-08-2025 20:00
10008632585,32791870,4.943,Active Import Interval (kW),04-08-2025 19:30
10008632585,32791870,0,Active Import Interval (kW),04-08-2025 19:00
10008632585,32791870,0.001,Active Import Interval (kW),04-08-2025 18:30
10008632585,32791870,0.003,Active Import Interval (kW),04-08-2025 18:00
10008632585,32791870,0.007,Active Import Interval (kW),04-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),04-08-2025 17:00
10008632585,32791870,0.002,Active Import Interval (kW),04-08-2025 16:30
10008632585,32791870,0.002,Active Import Interval (kW),04-08-2025 16:00
10008632585,32791870,0.002,Active Import Interval (kW),04-08-2025 15:30
10008632585,32791870,0.004,Active Import Interval (kW),04-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),04-08-2025 14:30
10008632585,32791870,0.014,Active Import Interval (kW),04-08-2025 14:00
10008632585,32791870,0.039,Active Import Interval (kW),04-08-2025 13:30
10008632585,32791870,0.012,Active Import Interval (kW),04-08-2025 13:00
10008632585,32791870,0.048,Active Import Interval (kW),04-08-2025 12:30
10008632585,32791870,0.043,Active Import Interval (kW),04-08-2025 12:00
10008632585,32791870,0.049,Active Import Interval (kW),04-08-2025 11:30
10008632585,32791870,0.022,Active Import Interval (kW),04-08-2025 11:00
10008632585,32791870,0.016,Active Import Interval (kW),04-08-2025 10:30
10008632585,32791870,0.019,Active Import Interval (kW),04-08-2025 10:00
10008632585,32791870,0.015,Active Import Interval (kW),04-08-2025 09:30
10008632585,32791870,0.024,Active Import Interval (kW),04-08-2025 09:00
10008632585,32791870,0.029,Active Import Interval (kW),04-08-2025 08:30
10008632585,32791870,0.019,Active Import Interval (kW),04-08-2025 08:00
10008632585,32791870,0.015,Active Import Interval (kW),04-08-2025 07:30
10008632585,32791870,0.014,Active Import Interval (kW),04-08-2025 07:00
10008632585,32791870,0.014,Active Import Interval (kW),04-08-2025 06:30
10008632585,32791870,0.016,Active Import Interval (kW),04-08-2025 06:00
10008632585,32791870,0.016,Active Import Interval (kW),04-08-2025 05:30
10008632585,32791870,0.014,Active Import Interval (kW),04-08-2025 05:00
10008632585,32791870,0.015,Active Import Interval (kW),04-08-2025 04:30
10008632585,32791870,0.016,Active Import Interval (kW),04-08-2025 04:00
10008632585,32791870,0.015,Active Import Interval (kW),04-08-2025 03:30
10008632585,32791870,0.015,Active Import Interval (kW),04-08-2025 03:00
10008632585,32791870,0.014,Active Import Interval (kW),04-08-2025 02:30
10008632585,32791870,0.016,Active Import Interval (kW),04-08-2025 02:00
10008632585,32791870,0.016,Active Import Interval (kW),04-08-2025 01:30
10008632585,32791870,0.016,Active Import Interval (kW),04-08-2025 01:00
10008632585,32791870,0.015,Active Import Interval (kW),04-08-2025 00:30
10008632585,32791870,0.014,Active Import Interval (kW),04-08-2025 00:00
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 23:30
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 23:00
10008632585,32791870,0.015,Active Import Interval (kW),03-08-2025 22:30
10008632585,32791870,0.014,Active Import Interval (kW),03-08-2025 22:00
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 21:30
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 21:00
10008632585,32791870,0.018,Active Import Interval (kW),03-08-2025 20:30
10008632585,32791870,0.015,Active Import Interval (kW),03-08-2025 20:00
10008632585,32791870,0.017,Active Import Interval (kW),03-08-2025 19:30
10008632585,32791870,0.018,Active Import Interval (kW),03-08-2025 19:00
10008632585,32791870,0.009,Active Import Interval (kW),03-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),03-08-2025 18:00
10008632585,32791870,0,Active Import Interval (kW),03-08-2025 17:30
10008632585,32791870,0.001,Active Import Interval (kW),03-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),03-08-2025 16:30
10008632585,32791870,0,Active Import Interval (kW),03-08-2025 16:00
10008632585,32791870,0.005,Active Import Interval (kW),03-08-2025 15:30
10008632585,32791870,0,Active Import Interval (kW),03-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),03-08-2025 14:30
10008632585,32791870,0,Active Import Interval (kW),03-08-2025 14:00
10008632585,32791870,0.013,Active Import Interval (kW),03-08-2025 13:30
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 13:00
10008632585,32791870,0.03,Active Import Interval (kW),03-08-2025 12:30
10008632585,32791870,0.056,Active Import Interval (kW),03-08-2025 12:00
10008632585,32791870,0.054,Active Import Interval (kW),03-08-2025 11:30
10008632585,32791870,0.037,Active Import Interval (kW),03-08-2025 11:00
