MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 23:00
10008632585,32791870,0.016,Active Import Interval (kW),16-08-2025 22:30
10008632585,32791870,0.015,Active Import Interval (kW),16-08-2025 22:00
10008632585,32791870,0.015,Active Import Interval (kW),16-08-2025 21:30
10008632585,32791870,0.015,Active Import Interval (kW),16-08-2025 21:00
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 20:30
10008632585,32791870,0.017,Active Import Interval (kW),16-08-2025 20:00
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 19:30
10008632585,32791870,0.025,Active Import Interval (kW),16-08-2025 19:00
10008632585,32791870,0.017,Active Import Interval (kW),16-08-2025 18:30
10008632585,32791870,0.011,Active Import Interval (kW),16-08-2025 18:00
10008632585,32791870,0.001,Active Import Interval (kW),16-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),16-08-2025 17:00
10008632585,32791870,0.005,Active Import Interval (kW),16-08-2025 16:30
10008632585,32791870,0,Active Import Interval (kW),16-08-2025 16:00
10008632585,32791870,0,Active Import Interval (kW),16-08-2025 15:30
10008632585,32791870,0,Active Import Interval (kW),16-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),16-08-2025 14:30
10008632585,32791870,0.001,Active Import Interval (kW),16-08-2025 14:00
10008632585,32791870,0,Active Import Interval (kW),16-08-2025 13:30
10008632585,32791870,0.013,Active Import Interval (kW),16-08-2025 13:00
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 12:30
10008632585,32791870,0.012,Active Import Interval (kW),16-08-2025 12:00
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 11:30
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 11:00
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 10:30
10008632585,32791870,0.013,Active Import Interval (kW),16-08-2025 10:00
10008632585,32791870,0.029,Active Import Interval (kW),16-08-2025 09:30
10008632585,32791870,0.021,Active Import Interval (kW),16-08-2025 09:00
10008632585,32791870,0.013,Active Import Interval (kW),16-08-2025 08:30
10008632585,32791870,0.021,Active Import Interval (kW),16-08-2025 08:00
10008632585,32791870,0.134,Active Import Interval (kW),16-08-2025 07:30
10008632585,32791870,0.17,Active Import Interval (kW),16-08-2025 07:00
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 06:30
10008632585,32791870,0.016,Active Import Interval (kW),16-08-2025 06:00
10008632585,32791870,0.016,Active Import Interval (kW),16-08-2025 05:30
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 05:00
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 04:30
10008632585,32791870,0.015,Active Import Interval (kW),16-08-2025 04:00
10008632585,32791870,0.015,Active Import Interval (kW),16-08-2025 03:30
10008632585,32791870,0.015,Active Import Interval (kW),16-08-2025 03:00
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 02:30
10008632585,32791870,0.015,Active Import Interval (kW),16-08-2025 02:00
10008632585,32791870,0.017,Active Import Interval (kW),16-08-2025 01:30
10008632585,32791870,0.016,Active Import Interval (kW),16-08-2025 01:00
10008632585,32791870,0.015,Active Import Interval (kW),16-08-2025 00:30
10008632585,32791870,0.014,Active Import Interval (kW),16-08-2025 00:00
10008632585,32791870,0.014,Active Import Interval (kW),15-08-2025 23:30
10008632585,32791870,0.016,Active Import Interval (kW),15-08-2025 23:00
10008632585,32791870,0.016,Active Import Interval (kW),15-08-2025 22:30
10008632585,32791870,0.015,Active Import Interval (kW),15-08-2025 22:00
10008632585,32791870,0.014,Active Import Interval (kW),15-08-2025 21:30
10008632585,32791870,0.014,Active Import Interval (kW),15-08-2025 21:00
10008632585,32791870,0.021,Active Import Interval (kW),15-08-2025 20:30
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 20:00
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 19:30
10008632585,32791870,0.005,Active Import Interval (kW),15-08-2025 19:00
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 18:00
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 16:30
10008632585,32791870,0.008,Active Import Interval (kW),15-08-2025 16:00
10008632585,32791870,0.043,Active Import Interval (kW),15-08-2025 15:30
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 14:30
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 14:00
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 13:30
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 13:00
10008632585,32791870,0,Active Import Interval (kW),15-08-2025 12:30
10008632585,32791870,0.013,Active Import Interval (kW),15-08-2025 12:00
10008632585,32791870,0.013,Active Import Interval (kW),15-08-2025 11:30
10008632585,32791870,0.014,Active Import Interval (kW),15-08-2025 11:00
10008632585,32791870,0.013,Active Import Interval (kW),15-08-2025 10:30
10008632585,32791870,0.013,Active Import Interval (kW),15-08-2025 10:00
10008632585,32791870,0.015,Active Import Interval (kW),15-08-2025 09:30
10008632585,32791870,0.014,Active Import Interval (kW),15-08-2025 09:00
10008632585,32791870,0.06,Active Import Interval (kW),15-08-2025 08:30
10008632585,32791870,0.067,Active Import Interval (kW),15-08-2025 08:00
10008632585,32791870,0.051,Active Import Interval (kW),15-08-2025 07:30
10008632585,32791870,0.121,Active Import Interval (kW),15-08-2025 07:00
10008632585,32791870,0.225,Active Import Interval (kW),15-08-2025 06:30
10008632585,32791870,0.205,Active Import Interval (kW),15-08-2025 06:00
10008632585,32791870,0.229,Active Import Interval (kW),15-08-2025 05:30
10008632585,32791870,7.429,Active Import Interval (kW),15-08-2025 05:00
10008632585,32791870,7.515,Active Import Interval (kW),15-08-2025 04:30
10008632585,32791870,7.585,Active Import Interval (kW),15-08-2025 04:00
10008632585,32791870,7.664,Active Import Interval (kW),15-08-2025 03:30
10008632585,32791870,7.687,Active Import Interval (kW),15-08-2025 03:00
10008632585,32791870,6.26,Active Import Interval (kW),15-08-2025 02:30
10008632585,32791870,0.016,Active Import Interval (kW),15-08-2025 02:00
10008632585,32791870,0.015,Active Import Interval (kW),15-08-2025 01:30
10008632585,32791870,0.014,Active Import Interval (kW),15-08-2025 01:00
10008632585,32791870,0.015,Active Import Interval (kW),15-08-2025 00:30
10008632585,32791870,0.016,Active Import Interval (kW),15-08-2025 00:00
10008632585,32791870,0.02,Active Import Interval (kW),14-08-2025 23:30
10008632585,32791870,0.044,Active Import Interval (kW),14-08-2025 23:00
10008632585,32791870,0.343,Active Import Interval (kW),14-08-2025 22:30
10008632585,32791870,0.019,Active Import Interval (kW),14-08-2025 22:00
10008632585,32791870,0.019,Active Import Interval (kW),14-08-2025 21:30
10008632585,32791870,0.02,Active Import Interval (kW),14-08-2025 21:00
10008632585,32791870,0.023,Active Import Interval (kW),14-08-2025 20:30
10008632585,32791870,0.023,Active Import Interval (kW),14-08-2025 20:00
10008632585,32791870,0.005,Active Import Interval (kW),14-08-2025 19:30
10008632585,32791870,0.005,Active Import Interval (kW),14-08-2025 19:00
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 18:00
10008632585,32791870,0.001,Active Import Interval (kW),14-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 16:30
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 16:00
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 15:30
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 14:30
10008632585,32791870,0,Active Import Interval (kW),14-08-2025 14:00
10008632585,32791870,0.008,Active Import Interval (kW),14-08-2025 13:30
10008632585,32791870,0.006,Active Import Interval (kW),14-08-2025 13:00
10008632585,32791870,0.011,Active Import Interval (kW),14-08-2025 12:30
10008632585,32791870,0.03,Active Import Interval (kW),14-08-2025 12:00
10008632585,32791870,0.031,Active Import Interval (kW),14-08-2025 11:30
10008632585,32791870,0.024,Active Import Interval (kW),14-08-2025 11:00
10008632585,32791870,0.016,Active Import Interval (kW),14-08-2025 10:30
10008632585,32791870,0.014,Active Import Interval (kW),14-08-2025 10:00
10008632585,32791870,0.013,Active Import Interval (kW),14-08-2025 09:30
10008632585,32791870,0.014,Active Import Interval (kW),14-08-2025 09:00
10008632585,32791870,0.033,Active Import Interval (kW),14-08-2025 08:30
10008632585,32791870,0.048,Active Import Interval (kW),14-08-2025 08:00
10008632585,32791870,0.094,Active Import Interval (kW),14-08-2025 07:30
10008632585,32791870,0.013,Active Import Interval (kW),14-08-2025 07:00
10008632585,32791870,0.013,Active Import Interval (kW),14-08-2025 06:30
10008632585,32791870,0.015,Active Import Interval (kW),14-08-2025 06:00
10008632585,32791870,0.016,Active Import Interval (kW),14-08-2025 05:30
10008632585,32791870,0.014,Active Import Interval (kW),14-08-2025 05:00
10008632585,32791870,0.014,Active Import Interval (kW),14-08-2025 04:30
10008632585,32791870,0.015,Active Import Interval (kW),14-08-2025 04:00
10008632585,32791870,0.015,Active Import Interval (kW),14-08-2025 03:30
10008632585,32791870,0.015,Active Import Interval (kW),14-08-2025 03:00
10008632585,32791870,0.014,Active Import Interval (kW),14-08-2025 02:30
10008632585,32791870,0.014,Active Import Interval (kW),14-08-2025 02:00
10008632585,32791870,0.016,Active Import Interval (kW),14-08-2025 01:30
10008632585,32791870,0.015,Active Import Interval (kW),14-08-2025 01:00
10008632585,32791870,0.015,Active Import Interval (kW),14-08-2025 00:30
10008632585,32791870,0.014,Active Import Interval (kW),14-08-2025 00:00
10008632585,32791870,0.014,Active Import Interval (kW),13-08-2025 23:30
10008632585,32791870,0.014,Active Import Interval (kW),13-08-2025 23:00
10008632585,32791870,0.016,Active Import Interval (kW),13-08-2025 22:30
10008632585,32791870,0.015,Active Import Interval (kW),13-08-2025 22:00
10008632585,32791870,0.015,Active Import Interval (kW),13-08-2025 21:30
10008632585,32791870,0.014,Active Import Interval (kW),13-08-2025 21:00
10008632585,32791870,0.014,Active Import Interval (kW),13-08-2025 20:30
10008632585,32791870,0.012,Active Import Interval (kW),13-08-2025 20:00
10008632585,32791870,0,Active Import Interval (kW),13-08-2025 19:30
10008632585,32791870,0.001,Active Import Interval (kW),13-08-2025 19:00
10008632585,32791870,0.001,Active Import Interval (kW),13-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),13-08-2025 18:00
10008632585,32791870,0.005,Active Import Interval (kW),13-08-2025 17:30
10008632585,32791870,0.001,Active Import Interval (kW),13-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),13-08-2025 16:30
10008632585,32791870,0.011,Active Import Interval (kW),13-08-2025 16:00
10008632585,32791870,0.008,Active Import Interval (kW),13-08-2025 15:30
10008632585,32791870,0.007,Active Import Interval (kW),13-08-2025 15:00
10008632585,32791870,0.001,Active Import Interval (kW),13-08-2025 14:30
10008632585,32791870,0,Active Import Interval (kW),13-08-2025 14:00
10008632585,32791870,0,Active Import Interval (kW),13-08-2025 13:30
10008632585,32791870,0,Active Import Interval (kW),13-08-2025 13:00
10008632585,32791870,0.01,Active Import Interval (kW),13-08-2025 12:30
10008632585,32791870,0.035,Active Import Interval (kW),13-08-2025 12:00
10008632585,32791870,0.023,Active Import Interval (kW),13-08-2025 11:30
10008632585,32791870,0.014,Active Import Interval (kW),13-08-2025 11:00
10008632585,32791870,0.013,Active Import Interval (kW),13-08-2025 10:30
10008632585,32791870,0.014,Active Import Interval (kW),13-08-2025 10:00
10008632585,32791870,0.022,Active Import Interval (kW),13-08-2025 09:30
10008632585,32791870,0.041,Active Import Interval (kW),13-08-2025 09:00
10008632585,32791870,0.036,Active Import Interval (kW),13-08-2025 08:30
10008632585,32791870,0.017,Active Import Interval (kW),13-08-2025 08:00
10008632585,32791870,0.13,Active Import Interval (kW),13-08-2025 07:30
10008632585,32791870,0.221,Active Import Interval (kW),13-08-2025 07:00
10008632585,32791870,1.36,Active Import Interval (kW),13-08-2025 06:30
10008632585,32791870,0.683,Active Import Interval (kW),13-08-2025 06:00
10008632585,32791870,0.605,Active Import Interval (kW),13-08-2025 05:30
10008632585,32791870,0.121,Active Import Interval (kW),13-08-2025 05:00
10008632585,32791870,0.217,Active Import Interval (kW),13-08-2025 04:30
10008632585,32791870,0.511,Active Import Interval (kW),13-08-2025 04:00
10008632585,32791870,5.255,Active Import Interval (kW),13-08-2025 03:30
10008632585,32791870,7.63,Active Import Interval (kW),13-08-2025 03:00
10008632585,32791870,7.502,Active Import Interval (kW),13-08-2025 02:30
10008632585,32791870,0.748,Active Import Interval (kW),13-08-2025 02:00
10008632585,32791870,1.239,Active Import Interval (kW),13-08-2025 01:30
10008632585,32791870,0.729,Active Import Interval (kW),13-08-2025 01:00
10008632585,32791870,0.795,Active Import Interval (kW),13-08-2025 00:30
10008632585,32791870,0.776,Active Import Interval (kW),13-08-2025 00:00
10008632585,32791870,0.185,Active Import Interval (kW),12-08-2025 23:30
10008632585,32791870,0.254,Active Import Interval (kW),12-08-2025 23:00
10008632585,32791870,0.17,Active Import Interval (kW),12-08-2025 22:30
10008632585,32791870,0.181,Active Import Interval (kW),12-08-2025 22:00
10008632585,32791870,0.427,Active Import Interval (kW),12-08-2025 21:30
10008632585,32791870,0.646,Active Import Interval (kW),12-08-2025 21:00
10008632585,32791870,0.149,Active Import Interval (kW),12-08-2025 20:30
10008632585,32791870,0.034,Active Import Interval (kW),12-08-2025 20:00
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 19:30
10008632585,32791870,1.072,Active Import Interval (kW),12-08-2025 19:00
10008632585,32791870,0.194,Active Import Interval (kW),12-08-2025 18:30
10008632585,32791870,0.034,Active Import Interval (kW),12-08-2025 18:00
10008632585,32791870,2.638,Active Import Interval (kW),12-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),12-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),12-08-2025 16:30
10008632585,32791870,0,Active Import Interval (kW),12-08-2025 16:00
10008632585,32791870,0.007,Active Import Interval (kW),12-08-2025 15:30
10008632585,32791870,0.12,Active Import Interval (kW),12-08-2025 15:00
10008632585,32791870,0.044,Active Import Interval (kW),12-08-2025 14:30
10008632585,32791870,0,Active Import Interval (kW),12-08-2025 14:00
10008632585,32791870,0,Active Import Interval (kW),12-08-2025 13:30
10008632585,32791870,0,Active Import Interval (kW),12-08-2025 13:00
10008632585,32791870,0,Active Import Interval (kW),12-08-2025 12:30
10008632585,32791870,0.015,Active Import Interval (kW),12-08-2025 12:00
10008632585,32791870,0.018,Active Import Interval (kW),12-08-2025 11:30
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 11:00
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 10:30
10008632585,32791870,0.015,Active Import Interval (kW),12-08-2025 10:00
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 09:30
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 09:00
10008632585,32791870,0.02,Active Import Interval (kW),12-08-2025 08:30
10008632585,32791870,0.082,Active Import Interval (kW),12-08-2025 08:00
10008632585,32791870,0.131,Active Import Interval (kW),12-08-2025 07:30
10008632585,32791870,0.144,Active Import Interval (kW),12-08-2025 07:00
10008632585,32791870,0.056,Active Import Interval (kW),12-08-2025 06:30
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 06:00
10008632585,32791870,0.015,Active Import Interval (kW),12-08-2025 05:30
10008632585,32791870,0.015,Active Import Interval (kW),12-08-2025 05:00
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 04:30
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 04:00
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 03:30
10008632585,32791870,0.014,Active Import Interval (kW),12-08-2025 03:00
10008632585,32791870,0.014,Active Import Interval (kW),12-08-2025 02:30
10008632585,32791870,0.017,Active Import Interval (kW),12-08-2025 02:00
10008632585,32791870,0.016,Active Import Interval (kW),12-08-2025 01:30
10008632585,32791870,0.015,Active Import Interval (kW),12-08-2025 01:00
10008632585,32791870,0.014,Active Import Interval (kW),12-08-2025 00:30
10008632585,32791870,0.014,Active Import Interval (kW),12-08-2025 00:00
10008632585,32791870,0.017,Active Import Interval (kW),11-08-2025 23:30
10008632585,32791870,0.016,Active Import Interval (kW),11-08-2025 23:00
10008632585,32791870,0.015,Active Import Interval (kW),11-08-2025 22:30
10008632585,32791870,0.014,Active Import Interval (kW),11-08-2025 22:00
10008632585,32791870,0.014,Active Import Interval (kW),11-08-2025 21:30
10008632585,32791870,0.021,Active Import Interval (kW),11-08-2025 21:00
10008632585,32791870,0.011,Active Import Interval (kW),11-08-2025 20:30
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 20:00
10008632585,32791870,0,Active Import Interval (kW),11-08-2025 19:30
